"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 16 14:51:45 GMT 2022","Tue Aug 16 14:51:51 GMT 2022","5905","","Проверка работы Ипотечного калькулятора","","tests.MortgageCalculatorTest","newBuildingCalculatorTest","Проверка расчета ЕП в новостройке",""
